lname,src,n
TOWERY,B,2
TOWN,A,1
TOWN,B,1
TOWNSEND,A,4
TOWNSEND,B,4
TOWNSEND-SOMERS,A,1
TOWNSEND-SOMERS,B,1
TRACY,A,4
TRACY,B,2
TRAN,B,1
TRANTHAM,B,2
TRAUT,A,1
TRAUT,B,1
TRAVIS,A,2
TRAVIS,B,1
TRAVISANO,A,1
TRAVISANO,B,1
TRCKA,A,2
TRCKA,B,3
TREADWAY,A,3
TREADWAY,B,3
TREJO,A,1
TREJO,B,1
TRENT,A,3
TRENT,B,2
TRESCOTT,A,4
TRESCOTT,B,6
TREXLER,A,4
TREXLER,B,4
TRIMBLE,A,4
TRIMBLE,B,4
TRIMM-AUTREY,B,1
TRITTIN,A,1
TRITTIN,B,1
TROBAUGH,A,2
TROBAUGH,B,2
TROESTER,A,1
TROMBLY,A,1
TROOP,A,1
TROOP,B,1
TROUP,B,1
TROUT,A,1
TROUT,B,1
TROUTMAN,A,6
TROUTMAN,B,5
TROUTT,B,1
TROWELL,A,1
TROWELL,B,1
TROXELL,A,7
TROXELL,B,4
TRUESDELL,A,1
TRUESDELL,B,1
TRUETT,A,2
TRUETT,B,3
TRUXALL,A,1
TSCHUDY,A,5
TSCHUDY,B,6
TUCKER,A,1
TUCKER,B,1
TUELL,B,1
TUMMEL,B,2
TUNKS,A,3
TUNKS,B,3
TURBYFILL,A,2
TURBYFILL,B,1
TURCZYN,A,2
TURCZYN,B,2
TURNER,A,12
TURNER,B,11
TURPIN,A,2
TURROU,A,1
TURROU,B,1
TUTTLE,A,1
TUTTLE,B,3
TWEED,A,2
TWEED,B,2
TWIDDY,B,3
TWIGG,A,1
TWIGG,B,1
TY,B,1
TYBURSKI,B,1
TYGER,A,1
TYGER,B,1
TYNER,A,8
TYNER,B,6
TYSON,A,1
ULSH,A,1
ULSH,B,1
UMSTEAD,A,2
UMSTEAD,B,2
UNCAPHER,A,1
UNGER,A,1
UPCHURCH,A,2
UPCHURCH,B,1
UPTON,A,4
UPTON,B,5
URBAN,B,1
URBANI,A,1
URBANI,B,1
VAIL,B,1
VALENTE,B,1
VALENTINE,A,1
VALLS,A,2
VALLS,B,2
VAN BUSKIRK,B,2
VANCE,A,6
VANCE,B,10
VANDERPOOL,B,1
VANHOOK,B,1
VANHOUTEN,B,2
VANMETER,A,1
VANMETER,B,1
VANOOTEGHEM,A,1
VANOOTEGHEM,B,1
VARNEY,A,1
VARNEY,B,1
VAUGHAN,A,1
VAUGHN,B,1
VAUX,B,1
VAZQUEZ,A,1
VEAL,A,2
VEAL,B,2
VELAZQUEZ,B,1
VENTURA,A,1
VERHULST,A,1
VERHULST,B,1
VERIDAL,B,2
VERNON,B,1
VERRAN,A,3
VERRAN,B,4
VESS,A,7
VESS,B,6
VESTAL,B,2
VETETO,A,2
VETETO,B,1
VICHA,A,2
VICHA,B,2
VICKERMAN,A,2
VICKERMAN,B,1
VICKERS,A,8
VICKERS,B,7
VILLOCH,A,2
VILLOCH,B,1
VINCENZ,A,1
VINCENZ,B,1
VINSON,A,5
VINSON,B,4
VISCONTI,A,1
VOLAND,A,1
VOLPE,A,2
VON HENDY,A,1
VON HENDY,B,1
VOSKA,A,2
VOSKA,B,2
WACHTER,A,1
WACHTER,B,1
WADSWORTH,B,1
WAGNER,A,3
WAGNER,B,3
WAHLERS,A,2
WAHLERS,B,2
WAID,A,1
WAID,B,1
WAIT,A,1
WAIT,B,1
WALDEN,B,1
WALDREP,A,1
WALDREP,B,1
WALDROP,A,5
WALDROP,B,5
WALDROUP,A,1
WALDROUP,B,1
WALDRUP,A,3
WALDRUP,B,3
WALES,B,1
WALKER,A,22
WALKER,B,18
WALKINGSTICK,A,1
WALL,A,1
WALL,B,3
WALLACE,A,19
WALLACE,B,16
WALLER,A,1
WALLIN,A,1
WALLIN,B,2
WALSH,A,3
WALSH,B,5
WALTER,A,2
WALTERS,A,8
WALTERS,B,6
WALTHER,B,1
WAMPLER,A,2
WAMPLER,B,2
WAMSLEY,B,1
WANEZEK,A,2
WANEZEK,B,2
WANTLAND,B,1
WANTZ,A,1
WARD,A,12
WARD,B,9
WARDEN,A,1
WARDEN,B,1
WARDLAW,A,1
WARDLAW,B,1
WARLICK,A,1
WARNER,A,1
WARNER,B,2
WARREN,A,11
WARREN,B,11
WARRICK,B,1
WARRINER,A,2
WARRINER,B,1
WARZECHA,A,2
WARZECHA,B,2
WASHBURN,A,1
WASHBURN,B,1
WASHKO,A,1
WATERMAN,A,3
WATERMAN,B,2
WATERS,A,2
WATERS,B,2
WATKINS,A,5
WATKINS,B,6
WATKINS BROWN,A,1
WATKINS BROWN,B,1
WATROUS,A,5
WATROUS,B,5
WATSON,A,7
WATSON,B,10
WATTS,A,16
WATTS,B,16
WAYCASTER,A,2
WAYCASTER,B,1
WAYNE,A,2
WEATHERELL,A,1
WEATHERELL,B,1
WEATHERMAN,A,11
WEATHERMAN,B,11
WEAVER,A,3
WEAVER,B,2
WEBB,A,37
WEBB,B,44
WEBBER,A,2
WEBBER,B,1
WEBER,A,4
WEBER,B,1
WEBSTER,A,2
WEBSTER,B,2
WEDDINGTON,A,1
WEDDINGTON,B,1
WEEKS,A,6
WEEKS,B,5
WEGELIN,B,1
WEIDMAN,A,2
WEIDMAN,B,2
WEIDO,A,2
WEIDO,B,2
WEIMER,A,2
WEIMER,B,2
WEINMEISTER,A,2
WEINMEISTER,B,2
WEIR,A,4
WEIR,B,4
WEISFELD,A,1
WEISFELD,B,1
WEISGERBER,A,1
WEISGERBER,B,1
WEISMAN,A,1
WELLER,A,4
WELLER,B,3
WELLS,A,2
WELLS,B,5
WELSH,B,1
WELTER,A,1
WELTER,B,1
WELTON,A,1
WEMPLE,A,1
WEMPLE,B,1
WERNER,B,1
WESSEL,A,4
WESSEL,B,2
WEST,A,6
WEST,B,5
WESTALL,A,32
WESTALL,B,31
WESTBROOK,A,4
WESTBROOK,B,4
WETH,A,1
WETH,B,1
WETHINGTON,A,2
WETHINGTON,B,2
WEXLER,A,1
WEXLER,B,1
WEYHMILLER,A,1
WHALEN,A,1
WHEELER,A,53
WHEELER,B,38
WHEELER-DAWLEY,A,1
WHEELER-DAWLEY,B,1
WHELAN,A,2
WHETSTINE,A,3
WHETSTINE,B,3
WHISTON,B,1
WHITAKER,A,3
WHITAKER,B,2
WHITE,A,11
WHITE,B,14
WHITEHEAD,A,10
WHITEHEAD,B,11
WHITEHOUSE,A,2
WHITEHOUSE,B,2
WHITEHURST,A,2
WHITEHURST,B,2
WHITESIDE,A,4
WHITESIDE,B,5
WHITFIELD,B,2
WHITING,A,2
WHITINGTON,B,2
WHITLEY,A,3
WHITLEY,B,3
WHITSON,A,126
WHITSON,B,121
WHITT,A,10
WHITT,B,11
WHITTAKER,B,1
WHITTINGTON,A,2
WHITTINGTON,B,2
WHITTLESEY,A,1
WHITTLESEY,B,1
WHORTEN,A,2
WHORTEN,B,1
WIDAWSKI,A,3
WIDAWSKI,B,2
WIDENER,A,1
WIDMANN,A,1
WIEBE,A,1
WIEBE,B,1
WIEDENHAUPT,A,4
WIEDENHAUPT,B,4
WIEHRS,B,2
WIGGINS,A,2
WIGGINS,B,4
WIGHTMAN,A,1
WIGHTMAN,B,1
WIKER,A,1
WIKER,B,1
WILBANKS,A,1
WILBER,A,2
WILBER,B,2
WILBURN,A,3
WILBURN,B,2
WILCOX,A,1
WILCOX,B,2
WILD,A,1
WILD,B,1
WILDE,A,1
WILDS,A,3
WILDS,B,2
WILES,B,1
WILEY,A,2
WILEY,B,2
WILHELM,A,1
WILHELM,B,2
WILKERSON,A,1
WILKES,A,1
WILKES,B,1
WILKINSON,A,3
WILKINSON,B,4
WILL,A,1
WILL,B,1
WILLARD,A,1
WILLARD,B,1
WILLETT,A,3
WILLETT,B,2
WILLIAMS,A,74
WILLIAMS,B,77
WILLIAMS BEAVER,B,1
WILLIAMSON,A,5
WILLIAMSON,B,7
WILLIG,A,3
WILLIG,B,2
WILLIS,A,35
WILLIS,B,32
WILLOUGHBY,B,1
WILMER,A,2
WILMER,B,2
WILMOTH,A,1
WILMOTH,B,1
WILSON,A,298
WILSON,B,297
WIMBERLY,A,2
WIMBERLY,B,2
WINANS,A,1
WINANS,B,1
WINCHELL,A,1
WINCHELL,B,1
WINDERS,A,1
WINDERS,B,1
WINEBARGER,A,4
WINEBARGER,B,3
WINEBERG,A,2
WINEBERG,B,2
WINFREE,A,1
WINFREE,B,1
WING,A,1
WINGLER,B,1
WINKLER,A,1
WINKLER,B,2
WINSOR,A,1
WINSOR,B,1
WINTER,A,1
WINTERS,A,12
WINTERS,B,10
WISCH,A,2
WISCH,B,2
WISE,A,7
WISE,B,9
WISEMAN,A,5
WISEMAN,B,6
WITHERINGTON,A,1
WITHERINGTON,B,1
WITHERS,A,2
WITHERS,B,1
WITHERSPOON,A,3
WITHERSPOON,B,4
WITT,A,2
WITT,B,2
WITTEN,A,1
WITTEN,B,1
WITTERS,A,2
WITWER,A,1
WOJTAS,B,1
WOLD,A,2
WOLD,B,2
WOLF,A,1
WOLF,B,2
WOLFE,A,2
WOLFE,B,2
WOLFF,B,4
WOLFORD,A,2
WOLFORD,B,2
WOMACK,A,5
WOMACK,B,4
WOMBLE,A,1
WOMBLE,B,1
WONG,A,1
WONG,B,1
WOOCK,A,2
WOOCK,B,2
WOOD,A,19
WOOD,B,19
WOODARD,A,8
WOODARD,B,7
WOODBY,A,47
WOODBY,B,42
WOODDY,A,2
WOODDY,B,2
WOODIE,B,2
WOODS,A,2
WOODS,B,3
WOODWARD,A,3
WOODWARD,B,3
WOODY,A,102
WOODY,B,102
WOOLBRIGHT,B,1
WOOLF,A,2
WOOLF,B,2
WOOTEN,A,2
WOOTEN,B,1
WORDEN,A,2
WORDEN,B,3
WORKMAN,A,3
WORKMAN,B,4
WORLEY,A,3
WORLEY,B,5
WORSHAM,A,2
WORSHAM,B,3
WRIGHT,A,34
WRIGHT,B,31
WULFF,A,1
WULFF,B,1
WYANDT,A,3
WYANDT,B,2
WYANT,A,3
WYANT,B,2
WYATT,A,40
WYATT,B,33
WYKLE,A,2
WYKLE,B,2
WYMAN,A,1
WYMAN,B,1
WYNN,A,3
WYNN,B,4
WYRICK,B,1
XU,A,1
XU,B,1
YACCARINO,A,1
YACCARINO,B,1
YAFFE,A,2
YAFFE,B,2
YANG,A,3
YANG,B,3
YARBORO,A,1
YARBOROUGH,A,3
YARBOROUGH,B,4
YARBROUGH,A,2
YARBROUGH,B,3
YATES,A,1
YATES,B,1
YEATER,A,2
YEATER,B,2
YELTON,A,16
YELTON,B,15
YINGLING,A,1
YINHAR,A,1
YLINEN,B,2
YON,A,1
YONKER,B,1
YONTS,A,2
YONTS,B,1
YORK,A,5
YORK,B,5
YOUNG,A,131
YOUNG,B,124
YUE,A,1
YUE,B,1
YUZIUK,A,1
YUZIUK,B,1
ZAGARA,A,1
ZANETTI,B,1
ZEBROWSKI,A,3
ZEBROWSKI,B,4
ZECH,B,1
ZEILLER,B,1
ZEISS,A,1
ZEISS,B,1
ZELASKO,A,1
ZELASKO,B,1
ZELBACHER,B,1
ZELLMER,A,1
ZELLMER,B,1
ZERN,A,2
ZERN,B,2
ZIDAN,A,1
ZIDAN,B,1
ZIEGELMEIER,A,5
ZIEGELMEIER,B,6
ZIEMBA,A,2
ZIEMBA,B,2
ZIETLOW,A,3
ZIETLOW,B,2
ZILLWEGER,B,2
ZIMMER,A,1
ZIMMER,B,1
ZIMMERMAN,A,1
ZIMMERMAN,B,1
ZIOR,A,1
ZITNEY,A,2
ZITNEY,B,4
ZOLTON,B,1
ZUKAITIS,A,1
ZULICK,B,2
ZULLINGER,B,1
ZURBRICK,A,2
ZURBRICK,B,2
ZYNDA,B,1
